Algoritmo;Precision;F1_Score;Latencia_Media;Verdaderos_Positivos_TP;Falsos_Positivos_FP;Falsos_Negativos_FN
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;5
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;5
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;5
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Z-Score_Termico;0.00%;0.0000;0.0 seg;0;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;1
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.6667;0.0 seg;1;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;2
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;7
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;8
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;8
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;8
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;8
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;8
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;100.00%;0.8000;0.0 seg;2;0;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;66.67%;0.6667;0.0 seg;2;1;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;66.67%;0.6667;0.0 seg;2;1;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;50.00%;0.5714;0.0 seg;2;2;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;40.00%;0.5000;0.0 seg;2;3;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;40.00%;0.5000;0.0 seg;2;3;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;33.33%;0.4444;0.0 seg;2;4;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;33.33%;0.4444;0.0 seg;2;4;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;33.33%;0.4444;0.0 seg;2;4;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;9
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;28.57%;0.4000;0.0 seg;2;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;3
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;10
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.5000;0.0 seg;3;5;1
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;4
Z-Score_Termico;37.50%;0.4615;0.0 seg;3;5;2
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;5
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.4615;0.0 seg;3;5;2
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;5
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;11
Z-Score_Termico;37.50%;0.4615;0.0 seg;3;5;2
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;5
Z-Score_Termico;37.50%;0.4615;0.0 seg;3;5;2
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;5
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;12
Z-Score_Termico;37.50%;0.4615;0.0 seg;3;5;2
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;5
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;12
Z-Score_Termico;37.50%;0.4615;0.0 seg;3;5;2
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;5
Z-Score_Termico;37.50%;0.4286;0.0 seg;3;5;3
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;6
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;13
Z-Score_Termico;37.50%;0.4286;0.0 seg;3;5;3
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;6
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;13
Z-Score_Termico;37.50%;0.4286;0.0 seg;3;5;3
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;6
Z-Score_Termico;37.50%;0.4286;0.0 seg;3;5;3
EWMA_Termico;0.00%;0.0000;0.0 seg;0;0;6
Logica_Difusa_Fugas;0.00%;0.0000;0.0 seg;0;0;13
Z-Score_Termico;37.50%;0.4286;0.0 seg;3;5;3
